"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"WVF4WQNB","journalArticle","2021","Shriram, S.; Nagaraj, B.; Jaya, J.; Shankar, S.; Ajay, P.","Deep Learning-Based Real-Time AI Virtual Mouse System Using Computer Vision to Avoid COVID-19 Spread","Journal of Healthcare Engineering","","2040-2309","10.1155/2021/8133076","","The mouse is one of the wonderful inventions of Human-Computer Interaction (HCI) technology. Currently, wireless mouse or a Bluetooth mouse still uses devices and is not free of devices completely since it uses a battery for power and a dongle to connect it to the PC. In the proposed AI virtual mouse system, this limitation can be overcome by employing webcam or a built-in camera for capturing of hand gestures and hand tip detection using computer vision. The algorithm used in the system makes use of the machine learning algorithm. Based on the hand gestures, the computer can be controlled virtually and can perform left click, right click, scrolling functions, and computer cursor function without the use of the physical mouse. The algorithm is based on deep learning for detecting the hands. Hence, the proposed system will avoid COVID-19 spread by eliminating the human intervention and dependency of devices to control the computer.","2021","2024-06-07 05:53:22","2024-06-07 05:53:22","","8133076","","","2021","","J Healthc Eng","","","","","","","","eng","","","","","PubMed","","PMID: 34733459 PMCID: PMC8560261","","","http://www.ncbi.nlm.nih.gov/pubmed/34733459","","Algorithms; Computers; COVID-19; Deep Learning; Equipment Contamination; Gestures; Hand; Humans; SARS-CoV-2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"47PM9W9B","journalArticle","1998","Webb, D. J.; Monge, J. C.; Rabelink, T. J.; Yanagisawa, M.","Endothelin: new discoveries and rapid progress in the clinic","Trends in Pharmacological Sciences","","0165-6147","10.1016/s0165-6147(97)01144-9","","This fifth international conference on ET serves to underline the rapid pace of development of our understanding of the very versatile ET system. On the one hand, the body uses ETs at several stages in embryonic development, in normal postnatal growth, and in cardiovascular homeostasis under healthy conditions. On the other hand, overwhelming evidence now exists that ET-1 plays important pathophysiological roles in conditions of decompensated vascular homeostasis. Indeed, in CHF this evidence is sufficient to justify the large-scale studies of morbidity and mortality needed to market ET antagonists as medicines. Other potentially important cardiovascular indications for ET antagonists are still emerging--including hypertension, stroke, subarachnoid haemorrhage and renal failure--and all are likely to be the subject of clinical trials over the next few years. As yet, there has been little work outside the cardiovascular and renal fields, but other areas, such as cancer treatment, may also prove promising. New molecules with increasing selectivity (ETA and ETB) continue to emerge and may be valuable. Inhibition of ECE-1 remains as an alternative approach and nonpeptide ECE inhibitors now exist. There appears to be a consensus that ETA blockade is beneficial in cardiovascular and renal disease. However, several strands of work presented at the meeting--the hypertensive salt-sensitive phenotype of rescued ETB knockout mice, the sustained and progressive hypertensive effects of ETB-selective antagonism in rats, ETB-mediated vasodilatation and natriuresis in dogs, and nitric oxide-dependent ETB-mediated vasodilatation in humans--all suggest that ETB-mediated vascular and renal responses may be protective. The development of selective ETA antagonists, therefore, now seems fully justified. In the future, direct comparisons in animal models, and patients, of ETA and ETA/B antagonists will be important in determining the value of additional ETB receptor blockade in individual diseases.","1998-01","2024-06-07 05:53:22","2024-06-07 05:53:22","","5-8","","1","19","","Trends Pharmacol Sci","Endothelin","","","","","","","eng","","","","","PubMed","","PMID: 9509892","","","http://www.ncbi.nlm.nih.gov/pubmed/9509892","","Animals; Animals, Genetically Modified; Aspartic Acid Endopeptidases; Cardiovascular Diseases; Endothelin Receptor Antagonists; Endothelin-1; Endothelin-Converting Enzymes; Humans; Kidney Diseases; Lung Diseases; Metalloendopeptidases; Mice; Mice, Knockout; Promoter Regions, Genetic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SNSIYKKH","journalArticle","2024","Wei, Haoran; Tao, Fei; Huang, Zhenghua; Long, Yanhua","Bioinspired Artificial Intelligence Applications 2023","Biomimetics (Basel, Switzerland)","","2313-7673","10.3390/biomimetics9020080","","With rapid development of Artificial Intelligence (AI), researchers have found many bioinspired AI applications, such as bioinspired images and speech processing, which can increase accuracy [...].","2024-01-28","2024-06-07 05:53:22","2024-06-07 05:53:22","","80","","2","9","","Biomimetics (Basel)","","","","","","","","eng","","","","","PubMed","","PMID: 38392126 PMCID: PMC10886490","","/Users/ayaan/Zotero/storage/QXCJLYPC/Wei et al. - 2024 - Bioinspired Artificial Intelligence Applications 2.pdf; ","http://www.ncbi.nlm.nih.gov/pubmed/38392126","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RE3PIRRT","journalArticle","2022","Lu, Jinjin","Exploring the adoption of social media in self-paced physical activity in early childhood education: a case in central China","Educational technology research and development: ETR & D","","1042-1629","10.1007/s11423-021-10059-8","","Social media web 2.0 technologies can be adopted as an inclusive method to assist children in enhancing their quality of education for the Sustainable Development Goals (e.g. SDGs 4 and 17). Social media technologies have been documented as low-cost, synchronous, and convenient methods to assist young children, parents, and early childhood (EC) teachers in communication and collaboration. However, few researchers have explored the potential usage of social media tools in enhancing children's physical activities in the early years, particularly during the pandemic period. This article uses the example of WeChat Sports, one of the most famous children's games supported by social media web 2.0, to explore the benefits, challenges, and potentialities of using them in ECE. This research uses semi-structured interviews to gain a deeper understanding of the attitudes and perspectives of EC teachers and parents on the potential usage of social media technologies in supporting children's physical activities. The results reveal that most participants had a good understanding of using scientific methods to assist children's physical development, however, they expressed concerns on children's health, privacy, and formal learning in terms of overexposure to social media technologies. Suggestions and implications are also provided for both social media application developers and educators in future research studies.","2022","2024-06-07 05:53:22","2024-06-07 05:53:22","","321-338","","1","70","","Educ Technol Res Dev","Exploring the adoption of social media in self-paced physical activity in early childhood education","","","","","","","eng","","","","","PubMed","","PMID: 34785875 PMCID: PMC8582332","","/Users/ayaan/Zotero/storage/GEGQUJNM/Lu - 2022 - Exploring the adoption of social media in self-pac.pdf; ","http://www.ncbi.nlm.nih.gov/pubmed/34785875","","Early childhood education; Quality and equality; Social media technologies; Sustainable development goals","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WRMVYTY8","journalArticle","2022","Kim, Woo Seok; Khot, M. Ibrahim; Woo, Hyun-Myung; Hong, Sungcheol; Baek, Dong-Hyun; Maisey, Thomas; Daniels, Brandon; Coletta, P. Louise; Yoon, Byung-Jun; Jayne, David G.; Park, Sung Il","AI-enabled, implantable, multichannel wireless telemetry for photodynamic therapy","Nature Communications","","2041-1723","10.1038/s41467-022-29878-1","","Photodynamic therapy (PDT) offers several advantages for treating cancers, but its efficacy is highly dependent on light delivery to activate a photosensitizer. Advances in wireless technologies enable remote delivery of light to tumors, but suffer from key limitations, including low levels of tissue penetration and photosensitizer activation. Here, we introduce DeepLabCut (DLC)-informed low-power wireless telemetry with an integrated thermal/light simulation platform that overcomes the above constraints. The simulator produces an optimized combination of wavelengths and light sources, and DLC-assisted wireless telemetry uses the parameters from the simulator to enable adequate illumination of tumors through high-throughput (<20 mice) and multi-wavelength operation. Together, they establish a range of guidelines for effective PDT regimen design. In vivo Hypericin and Foscan mediated PDT, using cancer xenograft models, demonstrates substantial suppression of tumor growth, warranting further investigation in research and/or clinical settings.","2022-04-21","2024-06-07 05:53:22","2024-06-07 05:53:22","","2178","","1","13","","Nat Commun","","","","","","","","eng","","","","","PubMed","","PMID: 35449140 PMCID: PMC9023557","","/Users/ayaan/Zotero/storage/2Z542U62/Kim et al. - 2022 - AI-enabled, implantable, multichannel wireless tel.pdf; ","http://www.ncbi.nlm.nih.gov/pubmed/35449140","","Animals; Artificial Intelligence; Humans; Mice; Neoplasms; Photochemotherapy; Photosensitizing Agents; Telemetry","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZHI7FNLP","journalArticle","2023","Lee, Eun Chul; Pyun, YoungShin","Research on the composition of AI core competency elements for early childhood AI education","Journal of Internet of Things and Convergence","","","","https://koreascience.kr/article/JAKO202332657687316.page","","2023","2024-06-07 05:55:44","2024-06-07 05:55:44","2024-06-07 05:55:30","55–60","","5","9","","","","","","","","","","","","","","","Google Scholar","","Publisher: The Korea Internet of Things Society","","/Users/ayaan/Zotero/storage/F4GVDGIJ/Lee and Pyun - 2023 - Research on the composition of AI core competency .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LQ55YVVR","journalArticle","2022","Su, Jiahong; Yang, Weipeng","Artificial intelligence in early childhood education: A scoping review","Computers and Education: Artificial Intelligence","","","","https://www.sciencedirect.com/science/article/pii/S2666920X22000042","","2022","2024-06-07 05:55:44","2024-06-07 05:55:44","2024-06-07 05:55:30","100049","","","3","","","Artificial intelligence in early childhood education","","","","","","","","","","","","Google Scholar","","Publisher: Elsevier","","/Users/ayaan/Zotero/storage/9RG349PU/S2666920X22000042.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T8EXEFPB","journalArticle","2022","Su, Jiahong; Zhong, Yuchun","Artificial Intelligence (AI) in early childhood education: Curriculum design and future directions","Computers and Education: Artificial Intelligence","","","","https://www.sciencedirect.com/science/article/pii/S2666920X22000273","","2022","2024-06-07 05:55:44","2024-06-07 05:55:44","2024-06-07 05:55:32","100072","","","3","","","Artificial Intelligence (AI) in early childhood education","","","","","","","","","","","","Google Scholar","","Publisher: Elsevier","","/Users/ayaan/Zotero/storage/AZ7NN8EH/S2666920X22000273.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMVP4XF7","preprint","2023","Honghu, Yi; Ting, Liu; Gongjin, Lan","The Key Artificial Intelligence Technologies in Early Childhood Education: A Review","","","","","http://arxiv.org/abs/2401.05403","Artificial Intelligence (AI) technologies have been applied in various domains, including early childhood education (ECE). Integration of AI educational technology is a recent significant trend in ECE. Currently, there are more and more studies of AI in ECE. To date, there is a lack of survey articles that discuss the studies of AI in ECE. In this paper, we provide an up-to-date and in-depth overview of the key AI technologies in ECE that provides a historical perspective, summarizes the representative works, outlines open questions, discusses the trends and challenges through a detailed bibliometric analysis, and provides insightful recommendations for future research. We mainly discuss the studies that apply AI-based robots and AI technologies to ECE, including improving the social interaction of children with an autism spectrum disorder. This paper significantly contributes to provide an up-to-date and in-depth survey that is suitable as introductory material for beginners to AI in ECE, as well as supplementary material for advanced users.","2023-12-20","2024-06-07 05:55:44","2024-06-07 05:55:44","2024-06-07 05:55:33","","","","","","","The Key Artificial Intelligence Technologies in Early Childhood Education","","","","","arXiv","","","","","","","arXiv.org","","arXiv:2401.05403 [cs]","","/Users/ayaan/Zotero/storage/IVDTJZBU/Honghu et al. - 2023 - The Key Artificial Intelligence Technologies in Ea.pdf; /Users/ayaan/Zotero/storage/DQEZMD89/2401.html","","","Computer Science - Artificial Intelligence; Computer Science - Computers and Society","","","","","","","","","","","","","","","","","","","arXiv:2401.05403","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WKRGKP8G","journalArticle","2023","Su, Jiahong; Yang, Weipeng","Artificial Intelligence (AI) literacy in early childhood education: an intervention study in Hong Kong","Interactive Learning Environments","","1049-4820, 1744-5191","10.1080/10494820.2023.2217864","https://www.tandfonline.com/doi/full/10.1080/10494820.2023.2217864","","2023-06-02","2024-06-07 05:55:44","2024-06-07 05:55:44","2024-06-07 05:55:35","1-15","","","","","Interactive Learning Environments","Artificial Intelligence (AI) literacy in early childhood education","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/ayaan/Zotero/storage/7WHCGZ2D/Su and Yang - 2023 - Artificial Intelligence (AI) literacy in early chi.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P42HTBYH","journalArticle","2024","Yi, Honghu; Liu, Ting; Lan, Gongjin","The key artificial intelligence technologies in early childhood education: a review","Artificial Intelligence Review","","0269-2821, 1573-7462","10.1007/s10462-023-10637-7","https://link.springer.com/10.1007/s10462-023-10637-7","","2024-01","2024-06-07 05:55:44","2024-06-07 05:55:44","2024-06-07 05:55:36","12","","1","57","","Artif Intell Rev","The key artificial intelligence technologies in early childhood education","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/ayaan/Zotero/storage/8QT92S7Y/s10462-023-10637-7.html; /Users/ayaan/Zotero/storage/ZH7JKDWK/Yi et al. - 2024 - The key artificial intelligence technologies in ea.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3VNYBTVS","journalArticle","2024","Su, Jiahong; Yang, Weipeng","<span style=""font-variant:small-caps;"">AI</span> literacy curriculum and its relation to children's perceptions of robots and attitudes towards engineering and science: An intervention study in early childhood education","Journal of Computer Assisted Learning","","0266-4909, 1365-2729","10.1111/jcal.12867","https://onlinelibrary.wiley.com/doi/10.1111/jcal.12867","Abstract                            Background               The number of artificial intelligence (AI) literacy studies in K‐12 education has recently increased, with most research focusing on primary and secondary education contexts. Little research focuses on AI literacy programs in early childhood education.                                         Objectives               The aim of this mixed‐methods study is to examine the feasibility of an AI literacy program called “AI4KG” and explore how it might affect kindergarteners' perceptions of robots and attitudes towards engineering and science.                                         Methods                                A total of 26 child–parent dyads recruited from a Hong Kong kindergarten were involved in this study, consisting of 26 children (                 M                 age                  = 4 years, SD = 0.28) and their parents. Quantitative and qualitative data were collected through surveys and interviews designed to explore children's perceptions of robots and attitudes towards engineering and science, and parents' perceptions of the AI4KG intervention.                                                        Results               It is found that children have increased their perceptions of robots after the AI literacy program, but the AI4KG curriculum had no significant effects on kindergarten children's engineering and science attitudes. Most parents (22 out of 26) agreed that their children's AI knowledge, AI skills, and AI attitudes have been enhanced after learning through the AI4KG curriculum.                                         Conclusions               This study suggests that the AI4KG curriculum is potentially effective in promoting early AI literacy and favourable attitudes towards the technology, but further research is needed to develop age‐appropriate measures and assess its long‐term impact on children's education and career paths.                        ,              Lay Description                            What is currently known about this topic?                                                                        AI literacy is becoming important as AI transforms society, but few studies have explored AI literacy in early childhood education.                                                           Prior research found AI activities can positively influence older children's views of robots and engineering.                                                                                            What does this paper add?                                                                        It evaluates an 8‐week AI literacy curriculum called AI4KG for kindergarteners in Hong Kong.                                                           The curriculum used tools like Teachable Machine and taught concepts through play and storytelling.                                                           It improved children's perceptions of robots but did not significantly impact engineering/science attitudes.                                                           Parents perceived improvements in children's AI knowledge, skills, and attitudes after the curriculum.                                                                                            Implications for practice/policy                                                                        The curriculum provides an example for developing age‐appropriate AI literacy activities.                                                           More rigorous research on impacts over time is needed, but results suggest potential benefits of AI literacy in early childhood.                                                           Policymakers could consider incorporating AI literacy into kindergarten curricula to prepare children for the future.","2024-02","2024-06-07 05:55:44","2024-06-07 05:55:44","2024-06-07 05:55:39","241-253","","1","40","","Computer Assisted Learning","<span style=""font-variant","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/ayaan/Zotero/storage/BYDTFRRQ/Su and Yang - 2024 - AI l.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IBRU5YGB","journalArticle","2022","Yang, Weipeng","Artificial Intelligence education for young children: Why, what, and how in curriculum design and implementation","Computers and Education: Artificial Intelligence","","","","https://www.sciencedirect.com/science/article/pii/S2666920X22000169","","2022","2024-06-07 05:55:44","2024-06-07 05:55:44","2024-06-07 05:55:40","100061","","","3","","","Artificial Intelligence education for young children","","","","","","","","","","","","Google Scholar","","Publisher: Elsevier","","/Users/ayaan/Zotero/storage/6BXC3GZ7/S2666920X22000169.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E5DAELTB","journalArticle","2024","Yang, Weipeng; Hu, Xinyun; Yeter, Ibrahim H.; Su, Jiahong; Yang, Yuqin; Lee, John Chi‐Kin","Artificial intelligence education for young children: A case study of technology‐enhanced embodied learning","Journal of Computer Assisted Learning","","0266-4909, 1365-2729","10.1111/jcal.12892","https://onlinelibrary.wiley.com/doi/10.1111/jcal.12892","Abstract                            Background               Artificial Intelligence (AI) literacy is a crucial part of digital literacy that all individuals should possess in today's technologically advanced world. Despite the potential benefits that AI education offers, little research has been done on how to teach AI literacy to children.                                         Objectives                                This study aimed to fill that gap by investigating how children were engaged in AI literacy activities that are supported by intelligent agents. These activities were implemented in a Hong Kong kindergarten with a class of six 5‐year‐olds (                 M                 age                  = 62.83 months, SD = 2.91) over a 6‐week period.                                                        Methods               The study gathered data from multiple sources, including classroom observations, teacher interviews, and documents/artefacts.                                         Results and Conclusions               The results showed that children could learn about AI through interaction with intelligent agents in embodied learning contexts. The findings of this study have implications for the broader field of digital technology education, particularly in the context of early childhood education.                        ,              Lay Description                            What is already known about this topic                                                                        Artificial Intelligence (AI) literacy is essential in today's world.                                                           Little research exists on engaging young children in learning AI literacy.                                                                                            What this paper adds                                                                        Technology‐enhanced embodied learning approach affords multimodality in enabling young children's learning with AI‐related agents.                                                           Project‐based learning and real‐life examples can enhance children's learning.                                                                                            Implications for practice and/or policy                                                                        Early exposure to AI can help children navigate the increasingly digital world.                                                           Practical approaches, such as embodied and multimodal learning, seem to be effective.                                                           Teachers can enhance children's digital learning by using pedagogical strategies like project‐based learning and real‐life examples.","2024-04","2024-06-07 05:55:44","2024-06-07 05:55:44","2024-06-07 05:55:43","465-477","","2","40","","Computer Assisted Learning","Artificial intelligence education for young children","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4ZDURPZQ","journalArticle","2023","Su, Jiahong; Ng, Davy Tsz Kit; Chu, Samuel Kai Wah","Artificial intelligence (AI) literacy in early childhood education: The challenges and opportunities","Computers and Education: Artificial Intelligence","","","","https://www.sciencedirect.com/science/article/pii/S2666920X23000036","","2023","2024-06-07 05:55:44","2024-06-07 05:55:44","2024-06-07 05:55:44","100124","","","4","","","Artificial intelligence (AI) literacy in early childhood education","","","","","","","","","","","","Google Scholar","","Publisher: Elsevier","","/Users/ayaan/Zotero/storage/P8MVI9CQ/S2666920X23000036.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"82SZ3CSD","journalArticle","2023","Lee, Eun Chul; Pyun, YoungShin","Research on the composition of AI core competency elements for early childhood AI education","Journal of Internet of Things and Convergence","","","","https://koreascience.kr/article/JAKO202332657687316.page","","2023","2024-06-07 05:56:05","2024-06-07 05:56:05","2024-06-07 05:55:46","55–60","","5","9","","","","","","","","","","","","","","","Google Scholar","","Publisher: The Korea Internet of Things Society","","/Users/ayaan/Zotero/storage/C6RZQMXH/Lee and Pyun - 2023 - Research on the composition of AI core competency .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X5QHGFSD","journalArticle","2022","Su, Jiahong; Yang, Weipeng","Artificial intelligence in early childhood education: A scoping review","Computers and Education: Artificial Intelligence","","","","https://www.sciencedirect.com/science/article/pii/S2666920X22000042","","2022","2024-06-07 05:56:05","2024-06-07 05:56:05","2024-06-07 05:55:48","100049","","","3","","","Artificial intelligence in early childhood education","","","","","","","","","","","","Google Scholar","","Publisher: Elsevier","","/Users/ayaan/Zotero/storage/KIEGYUL2/S2666920X22000042.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LIRPI5E7","preprint","2023","Honghu, Yi; Ting, Liu; Gongjin, Lan","The Key Artificial Intelligence Technologies in Early Childhood Education: A Review","","","","","http://arxiv.org/abs/2401.05403","Artificial Intelligence (AI) technologies have been applied in various domains, including early childhood education (ECE). Integration of AI educational technology is a recent significant trend in ECE. Currently, there are more and more studies of AI in ECE. To date, there is a lack of survey articles that discuss the studies of AI in ECE. In this paper, we provide an up-to-date and in-depth overview of the key AI technologies in ECE that provides a historical perspective, summarizes the representative works, outlines open questions, discusses the trends and challenges through a detailed bibliometric analysis, and provides insightful recommendations for future research. We mainly discuss the studies that apply AI-based robots and AI technologies to ECE, including improving the social interaction of children with an autism spectrum disorder. This paper significantly contributes to provide an up-to-date and in-depth survey that is suitable as introductory material for beginners to AI in ECE, as well as supplementary material for advanced users.","2023-12-20","2024-06-07 05:56:05","2024-06-07 05:56:05","2024-06-07 05:55:49","","","","","","","The Key Artificial Intelligence Technologies in Early Childhood Education","","","","","arXiv","","","","","","","arXiv.org","","arXiv:2401.05403 [cs]","","/Users/ayaan/Zotero/storage/ZMLP6SPX/Honghu et al. - 2023 - The Key Artificial Intelligence Technologies in Ea.pdf; /Users/ayaan/Zotero/storage/7568VAFD/2401.html","","","Computer Science - Artificial Intelligence; Computer Science - Computers and Society","","","","","","","","","","","","","","","","","","","arXiv:2401.05403","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7JAVJ4NQ","journalArticle","2022","Su, Jiahong; Zhong, Yuchun","Artificial Intelligence (AI) in early childhood education: Curriculum design and future directions","Computers and Education: Artificial Intelligence","","","","https://www.sciencedirect.com/science/article/pii/S2666920X22000273","","2022","2024-06-07 05:56:05","2024-06-07 05:56:05","2024-06-07 05:55:50","100072","","","3","","","Artificial Intelligence (AI) in early childhood education","","","","","","","","","","","","Google Scholar","","Publisher: Elsevier","","/Users/ayaan/Zotero/storage/8VGWI3GL/S2666920X22000273.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DM9439UK","journalArticle","2024","Yi, Honghu; Liu, Ting; Lan, Gongjin","The key artificial intelligence technologies in early childhood education: a review","Artificial Intelligence Review","","0269-2821, 1573-7462","10.1007/s10462-023-10637-7","https://link.springer.com/10.1007/s10462-023-10637-7","","2024-01","2024-06-07 05:56:05","2024-06-07 05:56:05","2024-06-07 05:55:52","12","","1","57","","Artif Intell Rev","The key artificial intelligence technologies in early childhood education","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/ayaan/Zotero/storage/XFHL533B/s10462-023-10637-7.html; /Users/ayaan/Zotero/storage/99JVG3KN/Yi et al. - 2024 - The key artificial intelligence technologies in ea.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BFIQD5MQ","journalArticle","2023","Su, Jiahong; Yang, Weipeng","Artificial Intelligence (AI) literacy in early childhood education: an intervention study in Hong Kong","Interactive Learning Environments","","1049-4820, 1744-5191","10.1080/10494820.2023.2217864","https://www.tandfonline.com/doi/full/10.1080/10494820.2023.2217864","","2023-06-02","2024-06-07 05:56:05","2024-06-07 05:56:05","2024-06-07 05:55:54","1-15","","","","","Interactive Learning Environments","Artificial Intelligence (AI) literacy in early childhood education","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RIJBTW97","journalArticle","2024","Su, Jiahong; Yang, Weipeng","<span style=""font-variant:small-caps;"">AI</span> literacy curriculum and its relation to children's perceptions of robots and attitudes towards engineering and science: An intervention study in early childhood education","Journal of Computer Assisted Learning","","0266-4909, 1365-2729","10.1111/jcal.12867","https://onlinelibrary.wiley.com/doi/10.1111/jcal.12867","Abstract                            Background               The number of artificial intelligence (AI) literacy studies in K‐12 education has recently increased, with most research focusing on primary and secondary education contexts. Little research focuses on AI literacy programs in early childhood education.                                         Objectives               The aim of this mixed‐methods study is to examine the feasibility of an AI literacy program called “AI4KG” and explore how it might affect kindergarteners' perceptions of robots and attitudes towards engineering and science.                                         Methods                                A total of 26 child–parent dyads recruited from a Hong Kong kindergarten were involved in this study, consisting of 26 children (                 M                 age                  = 4 years, SD = 0.28) and their parents. Quantitative and qualitative data were collected through surveys and interviews designed to explore children's perceptions of robots and attitudes towards engineering and science, and parents' perceptions of the AI4KG intervention.                                                        Results               It is found that children have increased their perceptions of robots after the AI literacy program, but the AI4KG curriculum had no significant effects on kindergarten children's engineering and science attitudes. Most parents (22 out of 26) agreed that their children's AI knowledge, AI skills, and AI attitudes have been enhanced after learning through the AI4KG curriculum.                                         Conclusions               This study suggests that the AI4KG curriculum is potentially effective in promoting early AI literacy and favourable attitudes towards the technology, but further research is needed to develop age‐appropriate measures and assess its long‐term impact on children's education and career paths.                        ,              Lay Description                            What is currently known about this topic?                                                                        AI literacy is becoming important as AI transforms society, but few studies have explored AI literacy in early childhood education.                                                           Prior research found AI activities can positively influence older children's views of robots and engineering.                                                                                            What does this paper add?                                                                        It evaluates an 8‐week AI literacy curriculum called AI4KG for kindergarteners in Hong Kong.                                                           The curriculum used tools like Teachable Machine and taught concepts through play and storytelling.                                                           It improved children's perceptions of robots but did not significantly impact engineering/science attitudes.                                                           Parents perceived improvements in children's AI knowledge, skills, and attitudes after the curriculum.                                                                                            Implications for practice/policy                                                                        The curriculum provides an example for developing age‐appropriate AI literacy activities.                                                           More rigorous research on impacts over time is needed, but results suggest potential benefits of AI literacy in early childhood.                                                           Policymakers could consider incorporating AI literacy into kindergarten curricula to prepare children for the future.","2024-02","2024-06-07 05:56:05","2024-06-07 05:56:05","2024-06-07 05:55:58","241-253","","1","40","","Computer Assisted Learning","<span style=""font-variant","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/ayaan/Zotero/storage/3HSBXFWT/Su and Yang - 2024 - AI l.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4U9XDKN3","journalArticle","2022","Yang, Weipeng","Artificial Intelligence education for young children: Why, what, and how in curriculum design and implementation","Computers and Education: Artificial Intelligence","","","","https://www.sciencedirect.com/science/article/pii/S2666920X22000169","","2022","2024-06-07 05:56:05","2024-06-07 05:56:05","2024-06-07 05:55:58","100061","","","3","","","Artificial Intelligence education for young children","","","","","","","","","","","","Google Scholar","","Publisher: Elsevier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y8KWHAPR","journalArticle","2023","Su, Jiahong; Ng, Davy Tsz Kit; Chu, Samuel Kai Wah","Artificial intelligence (AI) literacy in early childhood education: The challenges and opportunities","Computers and Education: Artificial Intelligence","","","","https://www.sciencedirect.com/science/article/pii/S2666920X23000036","","2023","2024-06-07 05:56:05","2024-06-07 05:56:05","2024-06-07 05:56:02","100124","","","4","","","Artificial intelligence (AI) literacy in early childhood education","","","","","","","","","","","","Google Scholar","","Publisher: Elsevier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
