"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"L8PB3V2M","videoRecording","2022","","Artificial Intelligence (AI) in early childhood education: Curriculum design and future directions","","","","","https://typeset.io/papers/artificial-intelligence-ai-in-early-childhood-education-b71ch0p1","With the rapid technological development of society brought on by Artificial Intelligence (AI), the demand for AI-literate workers will increase in the future. It is critical to develop the next generation's AI competencies and educate them about how to work with and use AI. Previous studies on AI were predominantly focused on secondary and university education; however, research on the Artificial Intelligence curriculum in early childhood education is scarce. Due to the lack of conformity on the standardisation of AI curriculum for early childhood education, this study examines the AI curriculum for kindergarten children using the framework which consists of four key components, including (1) aims, goals, objectives, or declarations of outcome, (2) subject matter, domains, or content, (3) methods or procedure, (4) evaluation and assessment. We recommend that AI literacy be achieved by three competencies: AI Knowledge, AI Skill, and AI Attitude. The employment of a social robot as a learning companion and programmable artifact was proven to be helpful in assisting young children in grasping AI principles. We also discovered which teaching methods had the most greatest influence on students' learning. We recommend problem-based learning for future AI education based on the findings.","2022-04-01","2024-06-03 11:08:05","2024-06-05 06:00:42","2024-06-03 11:08:05","","","","3","","","Artificial Intelligence (AI) in early childhood education","","","","","","","en","","","","","typeset.io","","Pages: 100072-100072 DOI: 10.1016/j.caeai.2022.100072","","","","Read","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M8NZXS6D","webpage","","","Full article: Robot programming intervention for promoting spatial relations, mental rotation and visual memory of kindergarten children","","","","","https://www.tandfonline.com/doi/full/10.1080/15391523.2020.1858464","","","2024-06-04 07:16:38","2024-06-05 06:41:48","2024-06-04 07:16:38","","","","","","","","","","","","","","","","","","","","","","","","","Read","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YGHAUH8D","journalArticle","2019","Williams, Randi; Park, Hae Won; Oh, Lauren; Breazeal, Cynthia","PopBots: Designing an Artificial Intelligence Curriculum for Early Childhood Education","Proceedings of the AAAI Conference on Artificial Intelligence","","2374-3468","10.1609/aaai.v33i01.33019729","https://ojs.aaai.org/index.php/AAAI/article/view/5040","PopBots is a hands-on toolkit and curriculum designed to help young children learn about artificial intelligence (AI) by building, programming, training, and interacting with a social robot. Today’s children encounter AI in the forms of smart toys and computationally curated educational and entertainment content. However, children have not yet been empowered to understand or create with this technology. Existing computational thinking platforms have made ideas like sequencing and conditionals accessible to young learners. Going beyond this, we seek to make AI concepts accessible. We designed PopBots to address the specific learning needs of children ages four to seven by adapting constructionist ideas into an AI curriculum. This paper describes how we designed the curriculum and evaluated its effectiveness with 80 Pre-K and Kindergarten children. We found that the use of a social robot as a learning companion and programmable artifact was effective in helping young children grasp AI concepts. We also identified teaching approaches that had the greatest impact on student’s learning. Based on these, we make recommendations for future modules and iterations for the PopBots platform.","2019-07-17","2024-06-04 07:25:40","2024-06-04 11:48:55","2024-06-04 07:25:40","9729-9736","","01","33","","","PopBots","","","","","","","en","Copyright (c) 2019 Association for the Advancement of Artificial Intelligence","","","","ojs.aaai.org","","Number: 01","","/Users/ayaan/Zotero/storage/SM5N7HT9/Williams et al. - 2019 - PopBots Designing an Artificial Intelligence Curr.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"85ZZNUSC","conferencePaper","2019","Williams, Randi; Park, Hae Won; Breazeal, Cynthia","A is for Artificial Intelligence: The Impact of Artificial Intelligence Activities on Young Children's Perceptions of Robots","Proceedings of the 2019 CHI Conference on Human Factors in Computing Systems","978-1-4503-5970-2","","10.1145/3290605.3300677","https://dl.acm.org/doi/10.1145/3290605.3300677","We developed a novel early childhood artificial intelligence (AI) platform, PopBots, where preschool children train and interact with social robots to learn three AI concepts: knowledge-based systems, supervised machine learning, and generative AI. We evaluated how much children learned by using AI assessments we developed for each activity. The median score on the cumulative assessment was 70% and children understood knowledge-based systems the best. Then, we analyzed the impact of the activities on children's perceptions of robots. Younger children came to see robots as toys that were smarter than them, but their older counterparts saw them more as people that were not as smart as them. Children who performed worse on the AI assessments believed that robots were like toys that were not as smart as them, however children who did better on the assessments saw robots as people who were smarter than them. We believe early AI education can empower children to understand the AI devices that are increasingly in their lives.","2019-05-02","2024-06-04 07:25:54","2024-06-04 11:48:30","2024-06-04","1–11","","","","","","A is for Artificial Intelligence","CHI '19","","","","Association for Computing Machinery","New York, NY, USA","","","","","","ACM Digital Library","","","","/Users/ayaan/Zotero/storage/BYNGYECH/Williams et al. - 2019 - A is for Artificial Intelligence The Impact of Ar.pdf","","","ai education; child-robot interaction; early childhood education; social robots","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZN63URGU","journalArticle","2021","Wang, Xin; Yin, Nian; Zhang, Zhinan","Smart design of intelligent companion toys for preschool children","AI EDAM","","0890-0604, 1469-1760","10.1017/S0890060420000499","https://www.cambridge.org/core/journals/ai-edam/article/abs/smart-design-of-intelligent-companion-toys-for-preschool-children/3E5A2FDBC6579B687F2B5F759B23C7E1#","Early childhood education has long-lasting influences on people, and an appropriate companion toy can play an essential role in children's brain development. This paper establishes a complete framework to guide the design of intelligent companion toys for preschool children from 2 to 6 years old, which is child-centered and environment-oriented. The design process is divided into three steps: requirement confirmation, the smart design before the sale, and the iterative update after the sale. This framework considers the characteristics of children and highlights the integration of human and artificial intelligence in design. A case study is provided to prove the superiority of the new framework. In addition to enriching the research on intelligent toy design, this paper also guides for practitioners to design smart toys and helps in children's cognitive development.","2021-05","2024-06-04 07:26:52","2024-06-04 07:26:52","2024-06-04 07:26:52","151-164","","2","35","","","","","","","","","","en","","","","","Cambridge University Press","","","","","","","Artificial intelligence-aided design; environment-based design; intelligent companion toys; iterative update; smart design","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DHZQZTIH","journalArticle","2021","Kim, Seonghun; Jang, Yeonju; Kim, Woojin; Choi, Seongyune; Jung, Heeseok; Kim, Soohwan; Kim, Hyeoncheol","Why and What to Teach: AI Curriculum for Elementary School","Proceedings of the AAAI Conference on Artificial Intelligence","","2374-3468","10.1609/aaai.v35i17.17833","https://ojs.aaai.org/index.php/AAAI/article/view/17833","With the rapid technological change of society with Artificial Intelligence, elementary schools' goal should be to prepare the next generations according to competencies. We propose an AI curriculum to cultivate students' AI literacy to answer the question of ‘why and what to teach’ on AI. The proposed AI curriculum focuses on achieving AI literacy based on three competencies: AI Knowledge, AI Skill, and AI Attitude. We anticipate that the proposed curriculum will equip students with core competencies for the future with AI.","2021-05-18","2024-06-04 08:03:27","2024-06-04 08:03:27","2024-06-04 08:03:27","15569-15576","","17","35","","","Why and What to Teach","","","","","","","en","Copyright (c) 2021 Association for the Advancement of Artificial Intelligence","","","","ojs.aaai.org","","Number: 17","","/Users/ayaan/Zotero/storage/ABAGU3MU/Kim et al. - 2021 - Why and What to Teach AI Curriculum for Elementar.pdf","","","Artificial Intelligence Literacy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AQIJDTVJ","webpage","","","Zendy - Unlimited Access to a Library of Academic Literature","Zendy","","","","https://zendy.io/search?q=(AI%20OR%20%22Artificial%20Intelligence%22%20OR%20%22AI%20Robotics%22%20OR%20%22AI%20Automation%22)%20AND%20(%22Early%20Childhood%20Education%22%20OR%20%22Early%20Years%20Education%22%20OR%20ECE)%20AND%20(%22AI%20Applications%22%20OR%20%22AI%20Uses%22%20OR%20%22AI%20Usefulness%22%20OR%20%22AI%20Educational%20Technology%22)","Zendy provides you with easy access to over 39 million scientific journals, e-books, and magazines with no download limits. Discover more with Zendy today.","","2024-06-07 05:53:52","2024-06-07 05:53:57","2024-06-07 05:53:52","","","","","","","","","","","","","","en","","","","","","","","","/Users/ayaan/Zotero/storage/WPDHRLZB/search.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8FMCHYU9","journalArticle","2022","Lu, Jinjin","Exploring the adoption of social media in self-paced physical activity in early childhood education: a case in central China","Educational technology research and development: ETR & D","","1042-1629","10.1007/s11423-021-10059-8","","Social media web 2.0 technologies can be adopted as an inclusive method to assist children in enhancing their quality of education for the Sustainable Development Goals (e.g. SDGs 4 and 17). Social media technologies have been documented as low-cost, synchronous, and convenient methods to assist young children, parents, and early childhood (EC) teachers in communication and collaboration. However, few researchers have explored the potential usage of social media tools in enhancing children's physical activities in the early years, particularly during the pandemic period. This article uses the example of WeChat Sports, one of the most famous children's games supported by social media web 2.0, to explore the benefits, challenges, and potentialities of using them in ECE. This research uses semi-structured interviews to gain a deeper understanding of the attitudes and perspectives of EC teachers and parents on the potential usage of social media technologies in supporting children's physical activities. The results reveal that most participants had a good understanding of using scientific methods to assist children's physical development, however, they expressed concerns on children's health, privacy, and formal learning in terms of overexposure to social media technologies. Suggestions and implications are also provided for both social media application developers and educators in future research studies.","2022","2024-06-10 04:50:12","2024-06-10 04:50:12","","321-338","","1","70","","Educ Technol Res Dev","Exploring the adoption of social media in self-paced physical activity in early childhood education","","","","","","","eng","","","","","PubMed","","PMID: 34785875 PMCID: PMC8582332","","/Users/ayaan/Zotero/storage/VNLLVWL5/Lu - 2022 - Exploring the adoption of social media in self-pac.pdf; ","http://www.ncbi.nlm.nih.gov/pubmed/34785875","","Early childhood education; Quality and equality; Social media technologies; Sustainable development goals","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QMVUXL4Q","journalArticle","2024","Wei, Haoran; Tao, Fei; Huang, Zhenghua; Long, Yanhua","Bioinspired Artificial Intelligence Applications 2023","Biomimetics (Basel, Switzerland)","","2313-7673","10.3390/biomimetics9020080","","With rapid development of Artificial Intelligence (AI), researchers have found many bioinspired AI applications, such as bioinspired images and speech processing, which can increase accuracy [...].","2024-01-28","2024-06-10 04:50:53","2024-06-10 04:50:53","","80","","2","9","","Biomimetics (Basel)","","","","","","","","eng","","","","","PubMed","","PMID: 38392126 PMCID: PMC10886490","","/Users/ayaan/Zotero/storage/YTJ6JASB/Wei et al. - 2024 - Bioinspired Artificial Intelligence Applications 2.pdf; ","http://www.ncbi.nlm.nih.gov/pubmed/38392126","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N8SJBFJK","journalArticle","2023","Zuo, Yuanyuan; Che, Lixuan; Zhang, Liping","The development of robotics courses for young children under vector space model","PloS One","","1932-6203","10.1371/journal.pone.0293397","","Robotics education is important in training children's thinking, practical, and innovation abilities. It is significant to stimulate children's interest in learning and improve their learning quality. The existing research has not paid attention to the application of robotics education in children. It is necessary to stimulate children's interest in learning. This paper will take senior kindergarten students as the research object. It analyzes the application of the Vector Space Model (VSM) in robotics course development. The research and development of children's robotics courses incorporating Artificial Intelligence technology are based on the survey results of robotics courses offered by 38 kindergartens in Baoji City. An automatic document classification system based on VSM is designed to assist in compiling robotics teaching textbooks. Finally, the system performance is tested. The results show that about 24% of kindergartens offer robotics courses, and 76% do not. Besides, 70.14% of teachers support the establishment of children's robotics courses. The classification effect of the VSM system is better than that of Chinese documents. This system performs better than the automatic document classification system based on Term Frequency-Inverse Document Frequency. Its classification accuracy, recall, and F1 value are all above 85%. The development of the robotics course provides a better teaching environment for teaching young children about AI and robots. The robotics education discussed in this paper is a hot spot in the current curriculum reform and is of great significance to the development and innovation in early childhood education.","2023","2024-06-10 04:52:47","2024-06-10 04:52:47","","e0293397","","10","18","","PLoS One","","","","","","","","eng","","","","","PubMed","","PMID: 37903085 PMCID: PMC10615307","","/Users/ayaan/Zotero/storage/3ENYKMXD/Zuo et al. - 2023 - The development of robotics courses for young chil.pdf; ","http://www.ncbi.nlm.nih.gov/pubmed/37903085","","Artificial Intelligence; Child; Child, Preschool; Creativity; Humans; Learning; Robotics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F9XIPHGA","journalArticle","2023","Zhao, Yu; Gao, WenWen; Ku, ShanShan","Optimization of the game improvement and data analysis model for the early childhood education major via deep learning","Scientific Reports","","2045-2322","10.1038/s41598-023-46060-9","","An ever-growing portion of the economy is dedicated to the field of education, intensifying the urgency of identifying strategies to secure the sector's enduring prosperity and elevate educational standards universally. This study introduces a model for enhancing games and optimizing data analysis within the context of early childhood education (ECE) majors, hinging on deep learning (DL). This approach aims to enhance the quality of instruction provided to ECE majors and refine the effectiveness of their professional pursuits. This study commences by examining the incorporation of DL technologies within the domain of ECE and delving into their fundamental underpinnings. Subsequently, it expounds upon the design philosophy underpinning ECE games operating within the framework of DL. Finally, it outlines the game improvement and data analysis (GIADA) model tailored to ECE majors. This model is constructed upon DL technology and further refined through the integration of convolutional neural networks (CNN). Empirical findings corroborate that the DL-CNN GIADA model achieves data analysis accuracy ranging from 83 to 93% across four datasets, underscoring the pronounced optimization prowess bestowed by CNN within the DL-based GIADA model. This study stands as an invaluable reference for the application and evolution of artificial intelligence technology within the realm of education, thereby contributing substantively to the broader landscape of educational advancement.","2023-11-20","2024-06-10 04:52:47","2024-06-10 04:52:47","","20273","","1","13","","Sci Rep","","","","","","","","eng","","","","","PubMed","","PMID: 37985677 PMCID: PMC10662176","","/Users/ayaan/Zotero/storage/EKGZ8TZZ/Zhao et al. - 2023 - Optimization of the game improvement and data anal.pdf; ","http://www.ncbi.nlm.nih.gov/pubmed/37985677","","Artificial Intelligence; Child, Preschool; Deep Learning; Humans; Neural Networks, Computer; Technology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9A86JB7P","journalArticle","2023","Zuo, Yuanyuan; Che, Lixuan; Zhang, Liping","The development of robotics courses for young children under vector space model","PloS One","","1932-6203","10.1371/journal.pone.0293397","","Robotics education is important in training children's thinking, practical, and innovation abilities. It is significant to stimulate children's interest in learning and improve their learning quality. The existing research has not paid attention to the application of robotics education in children. It is necessary to stimulate children's interest in learning. This paper will take senior kindergarten students as the research object. It analyzes the application of the Vector Space Model (VSM) in robotics course development. The research and development of children's robotics courses incorporating Artificial Intelligence technology are based on the survey results of robotics courses offered by 38 kindergartens in Baoji City. An automatic document classification system based on VSM is designed to assist in compiling robotics teaching textbooks. Finally, the system performance is tested. The results show that about 24% of kindergartens offer robotics courses, and 76% do not. Besides, 70.14% of teachers support the establishment of children's robotics courses. The classification effect of the VSM system is better than that of Chinese documents. This system performs better than the automatic document classification system based on Term Frequency-Inverse Document Frequency. Its classification accuracy, recall, and F1 value are all above 85%. The development of the robotics course provides a better teaching environment for teaching young children about AI and robots. The robotics education discussed in this paper is a hot spot in the current curriculum reform and is of great significance to the development and innovation in early childhood education.","2023","2024-06-10 04:53:28","2024-06-10 04:53:28","","e0293397","","10","18","","PLoS One","","","","","","","","eng","","","","","PubMed","","PMID: 37903085 PMCID: PMC10615307","","/Users/ayaan/Zotero/storage/MEVKSK5Y/Zuo et al. - 2023 - The development of robotics courses for young chil.pdf; ","http://www.ncbi.nlm.nih.gov/pubmed/37903085","","Artificial Intelligence; Child; Child, Preschool; Creativity; Humans; Learning; Robotics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"558JCQRP","journalArticle","2007","Tanaka, Fumihide; Cicourel, Aaron; Movellan, Javier R.","Socialization between toddlers and robots at an early childhood education center","Proceedings of the National Academy of Sciences of the United States of America","","1091-6490","10.1073/pnas.0707769104","","A state-of-the-art social robot was immersed in a classroom of toddlers for >5 months. The quality of the interaction between children and robots improved steadily for 27 sessions, quickly deteriorated for 15 sessions when the robot was reprogrammed to behave in a predictable manner, and improved in the last three sessions when the robot displayed again its full behavioral repertoire. Initially, the children treated the robot very differently than the way they treated each other. By the last sessions, 5 months later, they treated the robot as a peer rather than as a toy. Results indicate that current robot technology is surprisingly close to achieving autonomous bonding and socialization with human toddlers for sustained periods of time and that it could have great potential in educational settings assisting teachers and enriching the classroom environment.","2007-11-13","2024-06-10 05:13:40","2024-06-10 05:13:40","","17954-17958","","46","104","","Proc Natl Acad Sci U S A","","","","","","","","eng","","","","","PubMed","","PMID: 17984068 PMCID: PMC2084278","","/Users/ayaan/Zotero/storage/4279DQLW/Tanaka et al. - 2007 - Socialization between toddlers and robots at an ea.pdf; ","http://www.ncbi.nlm.nih.gov/pubmed/17984068","","Child, Preschool; Female; Humans; Infant; Interpersonal Relations; Male; Robotics; Schools; Social Behavior","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N4D53BC8","journalArticle","2023","Arnone, Kathryn; Hutson, James; Woodruff, Karen","Demystifying Artificial Intelligence (AI) for Early Childhood and Elementary Education: A Case Study of Perceptions of AI of State of Missouri Educators","Journal of Innovation and Technology","","","","http://eprints.intimal.edu.my/1878/","","2023","2024-06-10 05:33:38","2024-06-10 05:33:38","2024-06-10 05:33:21","1–18","","18","2023","","","Demystifying Artificial Intelligence (AI) for Early Childhood and Elementary Education","","","","","","","","","","","","Google Scholar","","Publisher: INTI International University","","/Users/ayaan/Zotero/storage/DYZSV8TV/Arnone et al. - 2023 - Demystifying Artificial Intelligence (AI) for Earl.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3XBCU38R","journalArticle","2023","Mohammed, Awudu Salaam","Examining the Implementation of Artificial Intelligence in Early Childhood Education Settings in Ghana: Educators’ Attitudes and Perceptions towards Its Long-Term Viability","American Journal of Education and Technology","","","","https://journals.e-palli.com/home/index.php/ajet/article/view/2201","","2023","2024-06-10 05:33:38","2024-06-10 05:33:38","2024-06-10 05:33:23","36–49","","4","2","","","Examining the Implementation of Artificial Intelligence in Early Childhood Education Settings in Ghana","","","","","","","","","","","","Google Scholar","","","","/Users/ayaan/Zotero/storage/KJ3NGHVP/Mohammed - 2023 - Examining the Implementation of Artificial Intelli.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZZF8PGXJ","bookSection","2020","Liu, Feng; Kromer, Pavel","Early Age Education on Artificial Intelligence: Methods and Tools","Proceedings of the Fourth International Scientific Conference “Intelligent Information Technologies for Industry” (IITI’19)","978-3-030-50096-2 978-3-030-50097-9","","","http://link.springer.com/10.1007/978-3-030-50097-9_71","","2020","2024-06-10 05:33:38","2024-06-10 05:33:38","2024-06-10 05:33:23","696-706","","","1156","","","Early Age Education on Artificial Intelligence","","","","","Springer International Publishing","Cham","en","","","","","DOI.org (Crossref)","","Series Title: Advances in Intelligent Systems and Computing DOI: 10.1007/978-3-030-50097-9_71","","","","","","Kovalev, Sergey; Tarassov, Valery; Snasel, Vaclav; Sukhanov, Andrey","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3JYFL32X","journalArticle","2024","Luo, Wenwei; He, Huihua; Liu, Jin; Berson, Ilene R.; Berson, Michael J.; Zhou, Yisu; Li, Hui","Aladdin’s Genie or Pandora’s Box for Early Childhood Education? Experts Chat on the Roles, Challenges, and Developments of ChatGPT","Early Education and Development","","1040-9289, 1556-6935","10.1080/10409289.2023.2214181","https://www.tandfonline.com/doi/full/10.1080/10409289.2023.2214181","","2024-01-02","2024-06-10 05:33:38","2024-06-10 05:33:38","2024-06-10 05:33:27","96-113","","1","35","","Early Education and Development","Aladdin’s Genie or Pandora’s Box for Early Childhood Education?","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/ayaan/Zotero/storage/EHWS7RY4/Luo et al. - 2024 - Aladdin’s Genie or Pandora’s Box for Early Childho.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QM78DIEP","journalArticle","2022","Devi, J. Sirisha; Sreedhar, Mr B.; Arulprakash, P.; Kazi, K.; Radhakrishnan, Ragitha","A path towards child-centric Artificial Intelligence based Education","International Journal of Early Childhood","","","","https://www.researchgate.net/profile/Burada-Sreedhar/publication/361227279_A_Path_Towards_Child-Centric_Artificial_Intelligence_based_Education/links/62a428cfc660ab61f872a70a/A-Path-Towards-Child-Centric-Artificial-Intelligence-based-Education.pdf","","2022","2024-06-10 05:33:38","2024-06-10 05:33:38","2024-06-10 05:33:28","9915–9922","","3","14","","","","","","","","","","","","","","","Google Scholar","","","","/Users/ayaan/Zotero/storage/UCJM34YR/Devi et al. - 2022 - A path towards child-centric Artificial Intelligen.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DBSPNNS9","journalArticle","2023","Crescenzi-Lanna, Lucrezia","Literature review of the reciprocal value of artificial and human intelligence in early childhood education","Journal of Research on Technology in Education","","1539-1523, 1945-0818","10.1080/15391523.2022.2128480","https://www.tandfonline.com/doi/full/10.1080/15391523.2022.2128480","","2023-01-03","2024-06-10 05:33:38","2024-06-10 05:33:38","2024-06-10 05:33:30","21-33","","1","55","","Journal of Research on Technology in Education","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/ayaan/Zotero/storage/LCRDPLIP/Crescenzi-Lanna - 2023 - Literature review of the reciprocal value of artif.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TBK8AVV2","journalArticle","2023","Su (苏嘉红), Jiahong; Yang (杨伟鹏), Weipeng","Artificial Intelligence and Robotics for Young Children: Redeveloping the Five Big Ideas Framework","ECNU Review of Education","","2096-5311, 2632-1742","10.1177/20965311231218013","http://journals.sagepub.com/doi/10.1177/20965311231218013","Purpose               To align with the artificial intelligence and robotics (AIR) research and policy agenda, this paper puts forth an adapted five big ideas framework specifically tailored to teaching young children about artificial intelligence (AI) via robotics.                                         Design/Approach/Methods               Grounded in early childhood education research, the proposed framework emphasizes the use of robotics and play-based learning to make AI accessible and encourage engagement among young children who have not started formal schooling.                                         Findings               We comparatively analyze the commonalities and differences in AI big ideas between the original K-12 framework and the redeveloped early childhood education framework. To pique children's interest, key concepts are presented through interactions with robotics and robot role-play. This paper also provides recommendations for age-appropriate topics, storytelling, and play-based teaching methods.                                         Originality/Value               This framework aims to equip researchers and educators with strategies for successfully integrating introductory AI education into early childhood classrooms. Teaching AI in a developmentally responsive manner can help nurture young children's curiosity toward and understanding of an increasingly AI-driven world.","2023-12-10","2024-06-10 05:33:38","2024-06-10 05:33:38","2024-06-10 05:33:31","20965311231218013","","","","","ECNU Review of Education","Artificial Intelligence and Robotics for Young Children","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/ayaan/Zotero/storage/S7XLXL3N/Su (苏嘉红) and Yang (杨伟鹏) - 2023 - Artificial Intelligence and Robotics for Young Chi.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XEHHK9Q3","journalArticle","2024","Tang, Xuan; Zainal, Siti Rohaida","Artificial Intelligence and Its Impact on Educarist's Innovative Behavior: A Survey Exploration Guided by Rogers' Theory of Innovation","","","","","https://www.researchsquare.com/article/rs-3315564/latest","","2024","2024-06-10 05:33:38","2024-06-10 05:33:38","2024-06-10 05:33:36","","","","","","","Artificial Intelligence and Its Impact on Educarist's Innovative Behavior","","","","","","","","","","","","Google Scholar","","","","/Users/ayaan/Zotero/storage/8CKLRYDC/Tang and Zainal - 2024 - Artificial Intelligence and Its Impact on Educaris.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JEHZKAW2","journalArticle","2022","El HELOW, KARIMAN RAMZY; SALEM, ABDEL-BADEEH M.","The Effective Role of Artificial Intelligence and Machine Learning in Early Childhood Education Process","Egyptian Computer Science Journal","","","","http://ecsjournal.org/Archive/Volume46/Issue2/4.pdf","","2022","2024-06-10 05:33:38","2024-06-10 05:33:38","2024-06-10 05:33:38","","","2","46","","","","","","","","","","","","","","","Google Scholar","","","","/Users/ayaan/Zotero/storage/J22EALID/El HELOW and SALEM - 2022 - The Effective Role of Artificial Intelligence and .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T8R2DSBU","report","2016","Vempati, Shashi Shekhar","India and the Artificial Intelligence Revolution","","","","","https://www.jstor.org/stable/resrep12855","","2016","2024-06-10 05:52:41","2024-06-10 05:52:41","2024-06-10 05:52:39","","","","","","","","","","","","Carnegie Endowment for International Peace","","","","","","","JSTOR","","","","/Users/ayaan/Zotero/storage/JWM4Q627/Vempati - 2016 - India and the Artificial Intelligence Revolution.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LF83IM73","journalArticle","2022","Manyika, James","Getting AI Right: Introductory Notes on AI & Society","Daedalus","","0011-5266","","https://www.jstor.org/stable/48662023","","2022","2024-06-10 05:52:41","2024-06-10 05:52:41","2024-06-10 05:52:40","5-27","","2","151","","","Getting AI Right","","","","","","","","","","","","JSTOR","","Publisher: [American Academy of Arts & Sciences, The MIT Press]","","/Users/ayaan/Zotero/storage/H6UST47N/Manyika - 2022 - Getting AI Right Introductory Notes on AI & Socie.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NJDLA4TH","journalArticle","2010","Vandenbroeck, Michel; Coussée, Filip; Bradt, Lieve","The Social and Political Construction of Early Childhood Education","British Journal of Educational Studies","","0007-1005","","https://www.jstor.org/stable/40864286","We analyse two foundational social problems regarding early childhood education. The first, in the late nineteenth century, is infant mortality, a social problem that constituted the historical legitimation for the first crèches. The second, the prevention of school failure, is very topical today. By analysing these examples in their historicity, taking into account social, political, economical and scientific contexts, it becomes clear that early childhood education can contribute to the individualisation and decontextualisation of social problems. Yet acknowledging this also means opening windows of new opportunities, as far as the construction of social problems remains an open debate in which disagreement rather than consensus is fostered.","2010","2024-06-10 05:52:41","2024-06-10 05:52:41","2024-06-10 05:52:41","139-153","","2","58","","","","","","","","","","","","","","","JSTOR","","Publisher: Taylor & Francis, Ltd.","","/Users/ayaan/Zotero/storage/X22448VR/Vandenbroeck et al. - 2010 - The Social and Political Construction of Early Chi.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U6MNZK9D","report","2019","Murphy, Robert F.","Artificial Intelligence Applications to Support K–12 Teachers and Teaching: A Review of Promising Applications, Opportunities, and Challenges","","","","","https://www.jstor.org/stable/resrep19907","","2019","2024-06-10 05:58:21","2024-06-10 05:58:21","2024-06-10 05:58:19","","","","","","","Artificial Intelligence Applications to Support K–12 Teachers and Teaching","","","","","RAND Corporation","","","","","","","JSTOR","","","","/Users/ayaan/Zotero/storage/3QMMYQDI/Murphy - 2019 - Artificial Intelligence Applications to Support K–.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
